Comment Link,text,id,CommentScore,userid,reputation,posttypeid,creationdate,Flag Type
"36411937","Could you edit your question to better format the code?","36411937","0","1259510","47567","1","2014-05-16 13:52:10","1"
"36411935","Cool. That's what I hoped it'd do. It would've been a major design flop otherwise.","36411935","0","2163864","328","1","2014-05-16 13:52:09","1"
"36411933","Added those details","36411933","0","858481","347","1","2014-05-16 13:52:08","1"
"36411928","I need to do through foreignKey, but not through the choices","36411928","0","3607370","82","2","2014-05-16 13:52:03","1"
"36411924","there is no possibility to do that?","36411924","0","3515530","1","1","2014-05-16 13:51:55","1"
"36411920","give me a second, i had this before , let me change it","36411920","0","3611289","83","2","2014-05-16 13:51:51","1"
"36411917","haha, sorry. Forgot to insert a number instead of the variable.

4","36411917","0","24872","720","1","2014-05-16 13:51:49","1"
"36411916","In your table, `source_id`, `user_id`, `time` any of these fields cant have NULL values??","36411916","0","1610034","1726","2","2014-05-16 13:51:48","1"
"36411915","I used both and individually but still no luck","36411915","0","1299829","134","2","2014-05-16 13:51:45","1"
"36411908","Is your app status ""Waiting for Upload?"" Are you testing on a real device?","36411908","0","874257","4810","1","2014-05-16 13:51:35","1"
"36411906","The link above is dead.","36411906","0","1459666","68","2","2014-05-16 13:51:31","1"
"36411905","well you just did :D","36411905","0","3283203","190","1","2014-05-16 13:51:30","1"
"36411902","Yes, thats correct :)","36411902","0","1635046","61","2","2014-05-16 13:51:27","1"
"36411900","@fedorqui only the first occurence of the line and not all the occurence of the line","36411900","0","1003575","11548","1","2014-05-16 13:51:20","1"
"36411898","I don't know but sometimes old software becomes buggy.","36411898","0","1499553","472","1","2014-05-16 13:51:19","1"
"36411895","What http client are you using?","36411895","0","2504224","4833","1","2014-05-16 13:51:13","1"
"36411894","Loving that I can't just mark my own question as duplicate *lol*","36411894","0","1615192","826","1","2014-05-16 13:51:12","1"
"36411891","It is already very brief.","36411891","0","1400737","93","2","2014-05-16 13:51:11","1"
"36411889","@amelzer does this suit you better? http://jsfiddle.net/webtiki/9XJJQ/4/","36411889","0","1811992","8169","2","2014-05-16 13:51:08","1"
"36411883","Modified code so it should read better now!","36411883","0","1155866","226","1","2014-05-16 13:51:03","1"
"36411882","why should he create a custom control?  `Dim b As New Button` will work perfectly well","36411882","0","1070452","6065","2","2014-05-16 13:51:02","1"
"36411876","I edited the answer.","36411876","0","3529664","28","2","2014-05-16 13:50:57","1"
"36411872","I want know, when changing makes input from keyboard, when changing from seekBar","36411872","0","3228840","13","1","2014-05-16 13:50:48","1"
"36411869","I admire you for attempting to make sense of `sapply>length>which>apply>sapply>sample`","36411869","0","3063910","4390","2","2014-05-16 13:50:44","1"
"36411868","No, I have tried that.","36411868","0","3509422","47","2","2014-05-16 13:50:43","1"
"36411865","How do you plan on using the variable? Why is it so important that it is stored as a `float`?","36411865","0","2088135","4249","1","2014-05-16 13:50:40","1"
"36411862","screen shot? I would double-check the way you've deployed your project's war file","36411862","0","1530814","14064","1","2014-05-16 13:50:35","1"
"36411861","This seems to no longer work.","36411861","0","1545555","59","2","2014-05-16 13:50:35","1"
"36411859","Did you deployed your WAR again after updating your Server?","36411859","0","3590216","128","1","2014-05-16 13:50:33","1"
"36411857","So you want to remove all first ocurrences of lines that appear at least twice?","36411857","0","1983854","38920","1","2014-05-16 13:50:30","1"
"36411856","@Gonzague sorry for not getting that by the first moment, edited!","36411856","0","2411320","1048","2","2014-05-16 13:50:29","1"
"36411855","You must also transpose your final result again to get a row vector instead of a column vector","36411855","0","1011724","15591","2","2014-05-16 13:50:28","1"
"36411849","See ryohey's answer above for the current location (as of Xcode 4) for these files.","36411849","0","686385","366","2","2014-05-16 13:50:21","1"
"36411848","Tsuperuser disable tooldtips mysql workbench","36411848","0","1046013","786","1","2014-05-16 13:50:20","1"
"36411845","I can just use the DIV because I have clientIDmode=""static""","36411845","0","3326071","327","2","2014-05-16 13:50:14","1"
"36411843","`if($successfulTroll){ echo ""is successful""; }`","36411843","0","857004","693","1","2014-05-16 13:50:10","1"
"36411842","Can you give a fiddle or something? It would depend on what the icon is?  Is it an image? font?","36411842","0","2768833","469","1","2014-05-16 13:50:08","1"
"36411840","Are you getting any errors? Have you included the jQuery library in your project?","36411840","0","1011527","4474","1","2014-05-16 13:50:06","1"
"36411838","It does not work. The file creation occurs within several different threads. Thanks.","36411838","0","1831027","72","2","2014-05-16 13:50:06","1"
"36411837","@Mani srsly, ""I want to launch a child proces and read its output""","36411837","0","447503","740","1","2014-05-16 13:50:05","1"
"36411834","have a look at my answer. hope it will help you to solve your problem.","36411834","0","2087066","2971","1","2014-05-16 13:49:57","1"
"36411832","What do you have already?","36411832","0","2905768","2827","1","2014-05-16 13:49:51","1"
"36411830","Is it even remotely possible to have a vector, one the changes size, correspond to that ellipsis?","36411830","0","1745503","32","1","2014-05-16 13:49:49","1"
"36411821","@NullReferenceException I dont need to parse eml files.","36411821","0","840546","1118","1","2014-05-16 13:49:40","1"
"36411818","@pratik This is not a chat board.","36411818","0","2706988","3168","1","2014-05-16 13:49:37","1"
"36411817","@Domi.Zhang Good to know -- obviously back in 2012 it still was noted as such in the documentation.","36411817","0","1245766","607","1","2014-05-16 13:49:36","1"
"36411815","How do I set the key and set the value?  Thanks.","36411815","0","3609926","3","2","2014-05-16 13:49:35","1"
"36411805","Ok I edited I hope it's more clear now","36411805","0","2678311","32","1","2014-05-16 13:49:17","1"
"36411803","Did you check your console for errors?","36411803","0","707111","82683","1","2014-05-16 13:49:11","1"
"36411795","Are you asking how to implement IDisposable?  Or if there will be a performance hit?  or both?","36411795","0","1042344","4620","1","2014-05-16 13:49:04","1"
"36411784","Quote from `?url`: Note that the ‘https://’ URL scheme is not supported except on Windows.","36411784","0","564164","10699","2","2014-05-16 13:48:51","1"
"36411780","@ratchetfreak The reason being that OpenGL isn't installed?","36411780","0","265261","7963","1","2014-05-16 13:48:47","1"
"36411774","This is VB, not VBA (which doesn't allow the assignment in the declaration)","36411774","0","1899628","1199","2","2014-05-16 13:48:44","1"
"36411773","I've added an answer that is a CTE approach.","36411773","0","214977","5892","1","2014-05-16 13:48:43","1"
"36411772","I implemented your code, but it still only shows the logo, no text.","36411772","0","2051194","40","2","2014-05-16 13:48:43","1"
"36411762","You want to read the content the other process writing in stream or do you want to kill the process","36411762","0","2182351","1319","1","2014-05-16 13:48:38","1"
"36411761","Its not online. But when I remove data-toggle, tabs are clickable, but not active. Why?","36411761","0","2508761","15","2","2014-05-16 13:48:37","1"
"36411755","ok let me try....","36411755","0","3467110","52","2","2014-05-16 13:48:32","1"
"36411750","I am trying to use this bean in endpoing","36411750","0","431769","549","1","2014-05-16 13:48:23","1"
"36411742","Okay, at least it's coming up with something. Which method did you use? Routes or hidden field?","36411742","0","1143732","13759","2","2014-05-16 13:48:18","1"
"36411741","Unfortunately this is an old bug, from what I can see it wasn't fixed correctly.","36411741","0","1848600","39079","1","2014-05-16 13:48:15","1"
"36411740","Have re-edited my question again :)","36411740","0","2945672","65","2","2014-05-16 13:48:15","1"
"36411733","You need to update your Chef","36411733","0","365738","8789","1","2014-05-16 13:48:05","1"
"36411726","It's not liking that syntax with the first line.  Invalid object name.  It's in that table, though.","36411726","0","1012914","143","2","2014-05-16 13:47:57","1"
"36411724","Just one answer here? C'mon.","36411724","0","1561922","113","2","2014-05-16 13:47:56","1"
"36411722","I modified the answer. Thanks for pointing that out.","36411722","0","1680318","66","2","2014-05-16 13:47:55","1"
"36411718","Didn't work. Also, the method i'm using works with the UPDATE query, just not the INSERT value.","36411718","0","3383938","301","2","2014-05-16 13:47:48","1"
"36411714","You say 8083 is open.  Is that both through the Azure portal and the instance firewall?","36411714","0","30151","330","1","2014-05-16 13:47:43","1"
"36411708","Yes, this one works well too. Thanks.","36411708","0","1723671","137","2","2014-05-16 13:47:34","1"
"36411701","did you install the JSDT or the eclipse java EE?","36411701","0","3541901","56","1","2014-05-16 13:47:22","1"
"36411699","@jonrsharpe, Thank you for pointing that.","36411699","0","2225682","80936","2","2014-05-16 13:47:21","1"
"36411689","The colons are optional. Little known fact.","36411689","0","1415724","14638","2","2014-05-16 13:47:12","1"
"36411686","@Hagan edited my answer","36411686","0","701961","676","2","2014-05-16 13:47:07","1"
"36411672","Ok cool, thanks","36411672","0","2584268","30","1","2014-05-16 13:46:49","1"
"36411664","@DieterLücking This is an assignment so I have to use what we were taught in class.","36411664","0","1904881","43","1","2014-05-16 13:46:42","1"
"36411660","@Gonzague, I included an example with `eval` and a `function handler`. Hope it helps.","36411660","0","2411320","1048","2","2014-05-16 13:46:39","1"
"36411658","And there's a constant for that (instead of month = 9) : ``Calendar.SEPTEMBER``","36411658","0","1677594","475","2","2014-05-16 13:46:37","1"
"36411652","no I think it is a compile error where GLbitfield isn't seen as an identifier","36411652","0","731620","19915","1","2014-05-16 13:46:26","1"
"36411650","What is the scene's scaleMode set to?","36411650","0","201863","39917","1","2014-05-16 13:46:20","1"
"36411646","Custom valiator that u provided above is not working","36411646","0","3518032","19","2","2014-05-16 13:46:19","1"
"36411645","looks like `AbstractAccountAuthenticator` already does this","36411645","0","764426","2477","2","2014-05-16 13:46:19","1"
"36411641","@eis Thanks. Added.","36411641","0","2970947","18611","2","2014-05-16 13:46:10","1"
"36411640","Problem solved! Thank you very much for your precious answer.","36411640","0","3644778","1","2","2014-05-16 13:46:09","1"
"36411638","the entire class if its small, or just everywhere you reference text to speech...","36411638","0","3090678","123","2","2014-05-16 13:46:07","1"
"36411637","Does your collection need to change dynamically?","36411637","0","360798","378","1","2014-05-16 13:46:06","1"
"36411635","You're correct. Sorry about that. Sometimes its so easy to overlook the simple stuff","36411635","0","628872","134","1","2014-05-16 13:46:05","1"
"36411631","Brilliant! Works like a charm! Thank you very much","36411631","0","2122041","22","2","2014-05-16 13:46:01","1"
"36411630","apparently its the only way to go... I thought there might be a trick or so","36411630","0","1089987","1196","2","2014-05-16 13:45:59","1"
"36411627","The Choice2, to use svnlook seems to be much better as compared to the first one!","36411627","0","2531514","28","2","2014-05-16 13:45:53","1"
"36411625","You need to give us some more code to work with","36411625","0","1440169","18","2","2014-05-16 13:45:53","1"
"36411623","Note that `'/b' != '\b'`.","36411623","0","3001761","21024","2","2014-05-16 13:45:48","1"
"36411618","Duplicate of http://us3.php.net/manual/en/pdostatement.execute.php","36411618","0","508666","31184","1","2014-05-16 13:45:41","1"
"36411617","@Matt True, added a version that does a range check that can be pre-calculated instead.","36411617","0","477878","73934","2","2014-05-16 13:45:39","1"
"36411616","@NedStoyanov What synchronized collection would you suggest?","36411616","0","1159478","85828","2","2014-05-16 13:45:37","1"
"36411614","@AntoJurković So I can't get any data from it? Can you post the URL? Thanks!","36411614","0","2742371","3073","1","2014-05-16 13:45:36","1"
"36411613","Of course. Are you familiar with SQLiteOpenHelper before using SQLiteAssetHelper?","36411613","0","3529664","28","2","2014-05-16 13:45:33","1"
"36411609","ill edit now, give me a couple min","36411609","0","546411","150","2","2014-05-16 13:45:28","1"
"36411607","It depends on what you do with the data, not what you don't do with it.","36411607","0","19068","309335","1","2014-05-16 13:45:25","1"
"36411600","i'm taking my content from a webservice which returns jSON. (but in this jSON i've HTML with text)","36411600","0","3307021","69","1","2014-05-16 13:45:17","1"
"36411598","No. looping will run faster.","36411598","0","824275","3505","2","2014-05-16 13:45:14","1"
"36411597","As per your comment I tried batching but it didn't work after 30000 rows.","36411597","0","2538114","28","1","2014-05-16 13:45:13","1"
"36411588","@DarrenKopp I tried that and the chart no longer renders.","36411588","0","2232744","991","1","2014-05-16 13:44:58","1"
"36411582","@IgorShubin - I didn't add it to my example but I have now and it STILL works for me.","36411582","0","1921385","2734","2","2014-05-16 13:44:48","1"
"36411576","@DaveParsons You're right, edited my answer accordingly","36411576","0","1374267","4113","2","2014-05-16 13:44:42","1"
"36411574","You are right. I'm delete db and do syncdb, but it no effect.","36411574","0","3636189","13","1","2014-05-16 13:44:41","1"
"36411563","Ma you explian how it works?","36411563","0","3585203","16","2","2014-05-16 13:44:32","1"
"36411561","yes this must be it!","36411561","0","3293881","7070","2","2014-05-16 13:44:27","1"
"36411556","yes, note that the UserLoggedIn method is something you will need to put together","36411556","0","546411","150","2","2014-05-16 13:44:20","1"
"36411552","Did you check out the migration guide, as mentioned in the earlier error message?","36411552","0","84889","30259","2","2014-05-16 13:44:15","1"
"36411543","There is a lot of similar questions on SO about this problem.","36411543","0","1587046","22758","1","2014-05-16 13:44:06","1"
"36411538","As of now I'm also inclined towards multi-module projects.","36411538","0","1050134","87","2","2014-05-16 13:43:59","1"
"36411537","Have you looked at the HTML to check the `src` url?","36411537","0","61470","755","1","2014-05-16 13:43:59","1"
"36411533","made some edits","36411533","0","3261877","159","1","2014-05-16 13:43:54","1"
"36411532","@CommonsWare I am sorry for the confusion, I mean multiple tables.","36411532","0","3632504","1","1","2014-05-16 13:43:51","1"
"36411530","add your exception","36411530","0","3191896","589","1","2014-05-16 13:43:48","1"
"36411521","I don't understand. The color doesn't show where? Can you explain in more detail?","36411521","0","1181309","651","2","2014-05-16 13:43:28","1"
"36411514","Nice with the examples, this is one of *very few* times where globals are a good idea ;)","36411514","0","1751238","2085","2","2014-05-16 13:43:23","1"
"36411511","https://www.youtube.com/watch?v=UJPdhx5zTaw  time around 12:45","36411511","0","728407","844","1","2014-05-16 13:43:18","1"
"36411501","The Regex.Split does not work if one of the inputs is ""@"". How can I deal with this situation?","36411501","0","1555323","70","2","2014-05-16 13:43:09","1"
"36411499","Then can I use more than one table?","36411499","0","3632504","1","2","2014-05-16 13:43:08","1"
"36411496","I'd use `decimal`: `Decimal d = Math.Round((Decimal)x, 1);`","36411496","0","284240","153770","1","2014-05-16 13:43:04","1"
"36411494","Nope, still 404","36411494","0","3108931","3","2","2014-05-16 13:43:02","1"
"36411488","@user3510014 what exception do you get? and what's the result of `((TextView) view).getText()`?","36411488","0","3222695","4938","2","2014-05-16 13:42:56","1"
"36411481","The client doesn't have a reference to IRequiredClass. It has a reference only to ServManager.cs","36411481","0","2258084","46","1","2014-05-16 13:42:45","1"
"36411479","in this way I don't see the alert and the php file is not executed","36411479","0","3644714","1","2","2014-05-16 13:42:40","1"
"36411478","the images still flash in my document","36411478","0","3474834","44","2","2014-05-16 13:42:37","1"
"36411473","I want to run wamp server that use port 80.","36411473","0","1888441","36","1","2014-05-16 13:42:34","1"
"36411465","If a direct Java -> R is not possible then you could always adopt Java -> (JNI) -> C / C++ -> R","36411465","0","2380830","20745","1","2014-05-16 13:42:25","1"
"36411464","Edited the title. Hope it will fit better now. English is not my native language. Sorry about that!","36411464","0","2984015","21","1","2014-05-16 13:42:25","1"
"36411458","Yea, I'll have one of our developers submit a ticket.","36411458","0","2486242","68","1","2014-05-16 13:42:14","1"
"36411456","You would use animations (kinetic.tween) .. but where's the question?","36411456","0","3365233","161","1","2014-05-16 13:42:11","1"
"36411454","what is your reason for preloading images?","36411454","0","2588953","388","2","2014-05-16 13:42:03","1"
"36411452","Use `ISNULL(e.Elected, 0)` instead of just e.Elected.","36411452","0","1048425","23982","2","2014-05-16 13:41:58","1"
"36411451","Have you tried adding your jQuery code inside a `document.ready` function?","36411451","0","536610","4606","1","2014-05-16 13:41:56","1"
"36411449","added an answer","36411449","0","138557","8598","2","2014-05-16 13:41:54","1"
"36411448","This is a very good exercise to do yourself.","36411448","0","1735262","3316","1","2014-05-16 13:41:54","1"
"36411445","Glad I could help you. The Nick is mainguy btw. :-)","36411445","0","2819741","1794","2","2014-05-16 13:41:46","1"
"36411444","There *is* a link to the duplicate post at the top of the question.","36411444","0","1159478","85828","1","2014-05-16 13:41:46","1"
"36411438","@Roamer-1888: Yes, I rewrote them to return promises (this was the easy part).","36411438","0","581205","11572","1","2014-05-16 13:41:36","1"
"36411435","Haha thanks, but this is kinda old :)","36411435","0","3203163","6","2","2014-05-16 13:41:31","1"
"36411433","@Default I'll try it and update my question","36411433","0","3134181","42","1","2014-05-16 13:41:29","1"
"36411430","@Exception Add an entry for SystemColors.ControlTextBrush and check your result","36411430","0","1042344","4620","2","2014-05-16 13:41:28","1"
"36411429","i have shown ALL the code, man.","36411429","0","562222","1492","1","2014-05-16 13:41:26","1"
"36411425","Do you have some error in the LogCat? What is the layout for each row in the ListView?","36411425","0","1612432","480","1","2014-05-16 13:41:19","1"
"36411417","Make sure all controls have a name attribute. See http://api.jquery.com/serialize/","36411417","0","3613064","431","1","2014-05-16 13:41:14","1"
"36411415","this kind of question should be asked on [meta](http://meta.stackoverflow.com/)","36411415","0","1670308","3647","1","2014-05-16 13:41:11","1"
"36411411","Questions about Stack Overflow itself belong on meta.stackoverflow.com.","36411411","0","1126841","50288","1","2014-05-16 13:41:09","1"
"36411407","we are investiging this issue.","36411407","0","2021935","12320","1","2014-05-16 13:41:05","1"
"36411404","did you try adding just one path instead of all of them ?","36411404","0","2294985","324","1","2014-05-16 13:41:03","1"
"36411403","No its not working.","36411403","0","2508761","15","2","2014-05-16 13:41:02","1"
"36411401","DSO = dynamic shared object","36411401","0","1938163","6340","1","2014-05-16 13:40:58","1"
"36411400","precisely, which on larger monitors will not be 'as centered' as smaller and such.","36411400","0","2232744","991","2","2014-05-16 13:40:54","1"
"36411399","Really nobody knows?","36411399","0","784587","120","1","2014-05-16 13:40:53","1"
"36411398","Remove the attribute - [HttpPost] from **ValidateUser** method","36411398","0","748173","834","1","2014-05-16 13:40:53","1"
"36411397","About what framework are you talking first?","36411397","0","307976","5480","2","2014-05-16 13:40:51","1"
"36411394","@Uriel_SVK Yes,I was seeing the code when found that.Thanks it solved the problem.","36411394","0","3589667","33","1","2014-05-16 13:40:47","1"
"36411392","I've already updated the original post to reflect this - right below the function examples.","36411392","0","3617123","33","2","2014-05-16 13:40:46","1"
"36411388","what exactly you want to do? read speaker output?","36411388","0","2024925","236","1","2014-05-16 13:40:40","1"
"36411383","Agreed.  Your `set.seed()` calls threw me off. :)","36411383","0","3063910","4390","2","2014-05-16 13:40:37","1"
"36411381","Is it a char array or double array or some other array? Get us the `whos` info on it?","36411381","0","3293881","7070","1","2014-05-16 13:40:35","1"
"36411379","This looks pretty great. I'm going to give it a whirl and get back to you.","36411379","0","2109585","370","2","2014-05-16 13:40:30","1"
"36411373","show us php script","36411373","0","1300194","5591","1","2014-05-16 13:40:22","1"
"36411372","I just copy pasted the prototype of the OP. Nice point, I will edit @C.R.","36411372","0","2411320","1048","2","2014-05-16 13:40:21","1"
"36411365","So I need to put this check in my mainForm load event right?","36411365","0","3644837","27","2","2014-05-16 13:40:13","1"
"36411364","Just FYI, I used `reps <- 10` and `easy <- matrix(sample(1:5, (100*100), replace=TRUE), nrow=100)`","36411364","0","2591234","4281","2","2014-05-16 13:40:12","1"
"36411362","I had multiple subscriptions so i had to manually select it. set didn't seem to do anything...","36411362","0","30674","27802","2","2014-05-16 13:40:11","1"
"36411360","its basically an app which has a blend of videos and text","36411360","0","3365783","35","2","2014-05-16 13:40:08","1"
"36411358","Where are you trying to use the bean?","36411358","0","438154","66289","1","2014-05-16 13:40:07","1"
"36411354","I don't think so","36411354","0","3474834","44","2","2014-05-16 13:40:01","1"
"36411351","I'll add some example code.","36411351","0","1888609","46","2","2014-05-16 13:39:57","1"
"36411345","You haven't told us what error you are getting or how far you get...","36411345","0","117215","16292","1","2014-05-16 13:39:51","1"
"36411341","@SebastianSchmitz....I am reading video from a file...not camera....video is 30 FPS","36411341","0","3566188","14","1","2014-05-16 13:39:47","1"
"36411338","see new answer ;)","36411338","0","906362","8980","2","2014-05-16 13:39:45","1"
"36411336","@Spokey: Me too, but the OP says specifically that he/she gets the `datetime` attribute, so...","36411336","0","157247","267548","1","2014-05-16 13:39:43","1"
"36411334","Pls, let me know if I'm doing something wrong! :C","36411334","0","3640688","25","1","2014-05-16 13:39:39","1"
"36411331","please post some code and/or logcat too . It helps us to understand your problem","36411331","0","2583021","714","1","2014-05-16 13:39:33","1"
"36411328","Let us know how you get on though.","36411328","0","857004","693","1","2014-05-16 13:39:27","1"
"36411326","ah... my bad, you were right","36411326","0","2948261","1441","2","2014-05-16 13:39:27","1"
"36411321","Np, hopefully my explanation will give you some context as to *why* the problem occured","36411321","0","1143732","13759","2","2014-05-16 13:39:23","1"
"36411319","did you get this to work?","36411319","0","2588953","388","2","2014-05-16 13:39:19","1"
"36411318","You ask bad questions. [Click here before you post your next one.](http://s.tk/onhold)","36411318","0","250259","94959","1","2014-05-16 13:39:16","1"
"36411313","90% exactly or at least 90% must be in that range?","36411313","0","3515042","312","1","2014-05-16 13:39:11","1"
"36411311","what is the syntax error you are getting with first line ?","36411311","0","728407","844","1","2014-05-16 13:39:07","1"
"36411308","@user2809564 I've edited my answer to accomplish what you need.","36411308","0","2231432","339","2","2014-05-16 13:39:02","1"
"36411304","@GrzegorzAdamKowalski: And yet I'll bet you money all of those calls still work with it. :-)","36411304","0","157247","267548","1","2014-05-16 13:39:00","1"
"36411301","BTW, version 2.1 was released and seems to fix the issue.","36411301","0","402506","1573","2","2014-05-16 13:38:54","1"
"36411297","Fair point. I'll leave the answer for future reference :)","36411297","0","125816","77978","2","2014-05-16 13:38:48","1"
"36411296","@BryanOakley Oh my stupidity. :D Thanks for the heads up.","36411296","0","3134251","730","2","2014-05-16 13:38:47","1"
"36411290","I'm pretty sure it's because IE8 doesn't support `time` element","36411290","0","2220391","5487","1","2014-05-16 13:38:40","1"
"36411281","@T.J.Crowder, jQuery 2.x requires at least IE 9","36411281","0","925196","1270","1","2014-05-16 13:38:30","1"
"36411277","That's right, it's empty string in 2.x. But I think it should be None in newer 3.x versions.","36411277","0","1680318","66","2","2014-05-16 13:38:18","1"
"36411275","as long as registration works. it should be writable? because stores data in db??","36411275","0","3622939","1","2","2014-05-16 13:38:11","1"
"36411273","@3amoura map gets hang..","36411273","0","2968912","34","1","2014-05-16 13:38:11","1"
"36411272","`//funky stuff here to generate strTime` we would like to see that, seems interesting.","36411272","0","1059101","18999","1","2014-05-16 13:38:10","1"
"36411269","how about showing some code..","36411269","0","2231887","1836","1","2014-05-16 13:38:01","1"
"36411261","Example of your SQL code please?","36411261","0","1982126","62","1","2014-05-16 13:37:56","1"
"36411258","Any entries on error.log?","36411258","0","902780","1096","1","2014-05-16 13:37:50","1"
"36411257","but how hibernate will store them in db? The structure of C and D can be different","36411257","0","614224","25","2","2014-05-16 13:37:48","1"
"36411256","`class` method is invoked because that is how `send` works. It has nothing to do with `&:class`.","36411256","0","314166","55033","1","2014-05-16 13:37:46","1"
"36411254","Edited @2339870 and added JSFiddle","36411254","0","2471423","6788","2","2014-05-16 13:37:43","1"
"36411253","Why pass `string s` by value when no copy is ever needed?","36411253","0","832878","1111","2","2014-05-16 13:37:43","1"
"36411249","It's the same i prefer to show the body then do a reload than hide the body","36411249","0","3628388","11","2","2014-05-16 13:37:36","1"
"36411247","Worked like a charm.","36411247","0","1628477","63","2","2014-05-16 13:37:34","1"
"36411242","i delete Imagick::FILTER_UNDEFINED,but nothing has changed","36411242","0","2538536","3","1","2014-05-16 13:37:25","1"
"36411241","`Function<T,R>` conforms to `Map<K,V>` as a function maps values of `T` to values of `R`.","36411241","0","2711488","9838","1","2014-05-16 13:37:25","1"
"36411238","I mean 90 perecnt of generated float must be in the range of  -0.1 to 0.1 @TimS.","36411238","0","3585203","16","1","2014-05-16 13:37:14","1"
"36411237","how to test if is writable then?","36411237","0","3622939","1","2","2014-05-16 13:37:13","1"
"36411232","Ok, but then with your solution if I want to change the argument of add, I need to rewrite add.","36411232","0","3644794","10","2","2014-05-16 13:37:06","1"
"36411230","This is basically a copy-paste of my answer.","36411230","0","485337","10561","2","2014-05-16 13:37:04","1"
"36411228","I use windows machine.","36411228","0","2637197","24","1","2014-05-16 13:37:01","1"
"36411223","Which version of jQuery you're using?","36411223","0","925196","1270","1","2014-05-16 13:36:53","1"
"36411220","I added another answer.","36411220","0","2110412","491","2","2014-05-16 13:36:48","1"
"36411215","How can you run this without defining `reps` and `easy`?","36411215","0","3063910","4390","2","2014-05-16 13:36:43","1"
"36411211","How would i code a preg_replace to replace the text in-between the value attribute?","36411211","0","1266471","30","1","2014-05-16 13:36:36","1"
"36411205","That answer only point to zinc.io too","36411205","0","1566232","4980","1","2014-05-16 13:36:24","1"
"36411204","Yes, I'm using!","36411204","0","3630026","1","1","2014-05-16 13:36:23","1"
"36411201","Did any of the answers help you?","36411201","0","1575670","1214","1","2014-05-16 13:36:19","1"
"36411196","@Gordon I thought that may have been the case, but there aren't any triggers on the table.","36411196","0","2579064","1","1","2014-05-16 13:36:11","1"
"36411189","This works perfectly. Thank you","36411189","0","1007416","108","2","2014-05-16 13:36:02","1"
"36411186","Unfortunately it looks like it's experencing the same issue","36411186","0","596505","506","1","2014-05-16 13:35:59","1"
"36411178","I updated the original answer with example code.
Let me know if this works or not.","36411178","0","3521162","26","2","2014-05-16 13:35:51","1"
"36411177","This works great with wkhtmltopdf thanks for a great solution!!","36411177","0","58553","9094","2","2014-05-16 13:35:51","1"
"36411173","You are right, Raghu, I am too used to Groovy those days...","36411173","0","1242439","433","2","2014-05-16 13:35:44","1"
"36411171","do you get any error in firebug console ?  can u add jsfiddle","36411171","0","3512094","1410","1","2014-05-16 13:35:39","1"
"36411170","urlBase + urlLoginForm, what are the value of urlBase and urlLoginForm??","36411170","0","2385504","63","1","2014-05-16 13:35:37","1"
"36411166","I updated the question too","36411166","0","2431432","108","1","2014-05-16 13:35:29","1"
"36411165","Who stops you converting to a RelativeLayout, instead?","36411165","0","2649012","9360","2","2014-05-16 13:35:24","1"
"36411154","you probably forgot to create footer.php file and connect <?php wp_footer(); ?>  to index.php","36411154","0","3497486","827","1","2014-05-16 13:35:11","1"
"36411152","Are you going for something like a normal distribution, or even distributions within each subrange?","36411152","0","781792","28007","1","2014-05-16 13:35:09","1"
"36411150","@martynas What should I use else?","36411150","0","2742371","3073","1","2014-05-16 13:35:08","1"
"36411149","So I guess we can assume this is a bug. Nice workaround, though.","36411149","0","1515212","174","2","2014-05-16 13:35:07","1"
"36411144","A little of duplication but it is must safely and correct solution.","36411144","0","1339254","168","2","2014-05-16 13:35:04","1"
"36411139","@cory: no effect, same issue","36411139","0","3518032","19","1","2014-05-16 13:35:00","1"
"36411135","What are you having problems with?","36411135","0","1324033","7519","1","2014-05-16 13:34:59","1"
"36411128","You could also try to get your workplace to use something else!","36411128","0","659804","54826","1","2014-05-16 13:34:50","1"
"36411127","You were right it was for x86, my bad for not putting it there.","36411127","0","2000788","80","1","2014-05-16 13:34:46","1"
"36411123","what u triedd ?","36411123","0","2234527","1729","1","2014-05-16 13:34:44","1"
"36411121","yeah its root element","36411121","0","3257435","6","1","2014-05-16 13:34:41","1"
"36411119","nope, not really..","36411119","0","2948261","1441","2","2014-05-16 13:34:38","1"
"36411117","I thought this only had to be done on SecItemCopyMatching. Thank you!","36411117","0","1791391","431","2","2014-05-16 13:34:31","1"
"36411113","Great! I'm glad it did :)","36411113","0","753956","218","2","2014-05-16 13:34:24","1"
"36411112","Can I use `getElementByClassName` as well? And what else should I edit in the code?","36411112","0","2339870","55","2","2014-05-16 13:34:23","1"
"36411111","You're right, but unfortunately it's not installed :(","36411111","0","1877513","123","1","2014-05-16 13:34:22","1"
"36411110","But I have used Linear Layout, I hope I have to do this using Fragment Layout.","36411110","0","2155425","480","2","2014-05-16 13:34:12","1"
"36411106","What is the output, are there any crashes ?","36411106","0","2294985","324","1","2014-05-16 13:34:06","1"
"36411103","@PankajAndroid at that time first coming but scroll everything its clearing","36411103","0","3266254","39","1","2014-05-16 13:34:05","1"
"36411101","@NiklasB.: Ah, you found the DP for this already! One tiny thing: ""<="" should be "">="", no?","36411101","0","47984","27318","2","2014-05-16 13:34:03","1"
"36411099","@pura: I am not a .net person. I don't have that info.","36411099","0","177040","155","1","2014-05-16 13:34:01","1"
